1736032962.622440 server started (91794): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1736032962.622480 on Linux 6.6.68 #1-NixOS SMP PREEMPT_DYNAMIC Fri Dec 27 12:58:58 UTC 2024
1736032962.622491 using libevent 2.1.12-stable poll
1736032962.622504 using utf8proc 2.9.0
1736032962.622508 using ncurses 6.4 20221231
1736032962.919257 client 0x2c27fdb0 IDENTIFY_FEATURES 
1736032962.919259 peer 0x2c26e240 message 102
1736032962.919262 client 0x2c27fdb0 IDENTIFY_TTYNAME 
1736032962.919265 peer 0x2c26e240 message 108
1736032962.919272 client 0x2c27fdb0 IDENTIFY_CWD /home/mechanosec/PetProjects/wifi-cli
1736032962.919275 peer 0x2c26e240 message 104
1736032962.919278 client 0x2c27fdb0 IDENTIFY_STDIN 10
1736032962.919281 cmdq_next <global>: waiting
1736032962.919284 cmdq_next </dev/pts/0>: waiting
1736032962.919316 peer 0x2c26e240 message 110
1736032962.919319 client 0x2c27fdb0 IDENTIFY_STDOUT 12
1736032962.919322 peer 0x2c26e240 message 107
1736032962.919325 client 0x2c27fdb0 IDENTIFY_CLIENTPID 91894
1736032962.919337 peer 0x2c26e240 message 105
1736032962.919341 client 0x2c27fdb0 IDENTIFY_ENVIRON SHELL=/bin/sh
1736032962.919344 peer 0x2c26e240 message 105
1736032962.919348 client 0x2c27fdb0 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1736032962.919351 peer 0x2c26e240 message 105
1736032962.919354 client 0x2c27fdb0 IDENTIFY_ENVIRON COLORTERM=truecolor
1736032962.919357 peer 0x2c26e240 message 105
1736032962.919361 client 0x2c27fdb0 IDENTIFY_ENVIRON TOP_PID=91828
1736032962.919363 peer 0x2c26e240 message 105
1736032962.919369 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_QUERY_ENGINE_BINARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/bin/query-engine
1736032962.919373 peer 0x2c26e240 message 105
1736032962.919377 client 0x2c27fdb0 IDENTIFY_ENVIRON HYPRLAND_CMD=/run/current-system/sw/bin/Hyprland
1736032962.919380 peer 0x2c26e240 message 105
1736032962.919389 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/etc/xdg:/home/mechanosec/.nix-profile/etc/xdg:/nix/profile/etc/xdg:/home/mechanosec/.local/state/nix/profile/etc/xdg:/etc/profiles/per-user/mechanosec/etc/xdg:/nix/var/nix/profiles/default/etc/xdg:/run/current-system/sw/etc/xdg
1736032962.919393 peer 0x2c26e240 message 105
1736032962.919397 client 0x2c27fdb0 IDENTIFY_ENVIRON LESS=-R
1736032962.919399 peer 0x2c26e240 message 105
1736032962.919404 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_LD_LIBRARY_PATH=/run/current-system/sw/share/nix-ld/lib
1736032962.919407 peer 0x2c26e240 message 105
1736032962.919411 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session9
1736032962.919414 peer 0x2c26e240 message 105
1736032962.919418 client 0x2c27fdb0 IDENTIFY_ENVIRON WLR_NO_HARDWARE_CURSORS=1
1736032962.919420 peer 0x2c26e240 message 105
1736032962.919426 client 0x2c27fdb0 IDENTIFY_ENVIRON SPEECHD_CMD=/nix/store/wxs9xv5ylhn3db3yzlns4kran1mrqzvp-speech-dispatcher-0.11.5/bin/speech-dispatcher
1736032962.919430 peer 0x2c26e240 message 105
1736032962.919433 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_BACKEND=wayland
1736032962.919436 peer 0x2c26e240 message 105
1736032962.919440 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_ENGINES_CHECKSUM_IGNORE_MISSING=1
1736032962.919443 peer 0x2c26e240 message 105
1736032962.919447 client 0x2c27fdb0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,91794,-1
1736032962.919450 peer 0x2c26e240 message 105
1736032962.919453 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_ADDRESS=uk_UA.UTF-8
1736032962.919456 peer 0x2c26e240 message 105
1736032962.919459 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_NAME=uk_UA.UTF-8
1736032962.919462 peer 0x2c26e240 message 105
1736032962.919477 client 0x2c27fdb0 IDENTIFY_ENVIRON XCURSOR_PATH=/home/mechanosec/.icons:/home/mechanosec/.local/share/icons:/home/mechanosec/.nix-profile/share/icons:/home/mechanosec/.nix-profile/share/pixmaps:/nix/profile/share/icons:/nix/profile/share/pixmaps:/home/mechanosec/.local/state/nix/profile/share/icons:/home/mechanosec/.local/state/nix/profile/share/pixmaps:/etc/profiles/per-user/mechanosec/share/icons:/etc/profiles/per-user/mechanosec/share/pixmaps:/nix/var/nix/profiles/default/share/icons:/nix/var/nix/profiles/default/share/pixmaps:/run/current-system/sw/share/icons:/run/current-system/sw/share/pixmaps
1736032962.919481 peer 0x2c26e240 message 105
1736032962.919484 client 0x2c27fdb0 IDENTIFY_ENVIRON DESKTOP_SESSION=hyprland
1736032962.919487 peer 0x2c26e240 message 105
1736032962.919491 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_MONETARY=uk_UA.UTF-8
1736032962.919494 peer 0x2c26e240 message 105
1736032962.919499 client 0x2c27fdb0 IDENTIFY_ENVIRON HL_INITIAL_WORKSPACE_TOKEN=fee1a2e6-6926-4e4c-893a-195eb036c9e5
1736032962.919501 peer 0x2c26e240 message 105
1736032962.919505 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_PID=36726
1736032962.919508 peer 0x2c26e240 message 105
1736032962.919512 client 0x2c27fdb0 IDENTIFY_ENVIRON NO_AT_BRIDGE=1
1736032962.919514 peer 0x2c26e240 message 105
1736032962.919517 client 0x2c27fdb0 IDENTIFY_ENVIRON XCURSOR_SIZE=24
1736032962.919520 peer 0x2c26e240 message 105
1736032962.919524 client 0x2c27fdb0 IDENTIFY_ENVIRON EDITOR=nano
1736032962.919530 peer 0x2c26e240 message 105
1736032962.919537 client 0x2c27fdb0 IDENTIFY_ENVIRON is_vim=ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|n?vim?x?)(diff)?$'
1736032962.919540 peer 0x2c26e240 message 105
1736032962.919543 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SEAT=seat0
1736032962.919546 peer 0x2c26e240 message 105
1736032962.919550 client 0x2c27fdb0 IDENTIFY_ENVIRON PWD=/home/mechanosec/PetProjects/wifi-cli
1736032962.919552 peer 0x2c26e240 message 105
1736032962.919560 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_PROFILES=/run/current-system/sw /nix/var/nix/profiles/default /etc/profiles/per-user/mechanosec /home/mechanosec/.local/state/nix/profile /nix/profile /home/mechanosec/.nix-profile
1736032962.919563 peer 0x2c26e240 message 105
1736032962.919566 client 0x2c27fdb0 IDENTIFY_ENVIRON LOGNAME=mechanosec
1736032962.919569 peer 0x2c26e240 message 105
1736032962.919573 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=Hyprland
1736032962.919575 peer 0x2c26e240 message 105
1736032962.919579 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1736032962.919582 peer 0x2c26e240 message 105
1736032962.919588 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_PATH=nixpkgs=/nix/var/nix/profiles/per-user/root/channels/nixos:nixos-config=/etc/nixos/configuration.nix:/nix/var/nix/profiles/per-user/root/channels
1736032962.919591 peer 0x2c26e240 message 105
1736032962.919595 client 0x2c27fdb0 IDENTIFY_ENVIRON NIXPKGS_CONFIG=/etc/nix/nixpkgs-config.nix
1736032962.919597 peer 0x2c26e240 message 105
1736032962.919602 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:CM2Wz`)4Pwx?7xX2vzSeX3A*sJsm+u$weF5<mF67
1736032962.919605 peer 0x2c26e240 message 105
1736032962.919609 client 0x2c27fdb0 IDENTIFY_ENVIRON HOME=/home/mechanosec
1736032962.919611 peer 0x2c26e240 message 105
1736032962.919617 client 0x2c27fdb0 IDENTIFY_ENVIRON SSH_ASKPASS=/nix/store/3fs8bv1svpvkxpk3n0ssv600n3kdvfn9-x11-ssh-askpass-1.2.4.1/libexec/x11-ssh-askpass
1736032962.919622 peer 0x2c26e240 message 105
1736032962.919628 client 0x2c27fdb0 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1736032962.919631 peer 0x2c26e240 message 105
1736032962.919644 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_PAPER=uk_UA.UTF-8
1736032962.919648 peer 0x2c26e240 message 105
1736032962.919652 client 0x2c27fdb0 IDENTIFY_ENVIRON NIXOS_OZONE_WL=1
1736032962.919656 peer 0x2c26e240 message 105
1736032962.919661 client 0x2c27fdb0 IDENTIFY_ENVIRON ZSH_AUTOSUGGEST_HIGHLIGHT_STYLE=fg=8
1736032962.919667 peer 0x2c26e240 message 105
1736032962.919711 client 0x2c27fdb0 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1736032962.919724 peer 0x2c26e240 message 105
1736032962.919730 client 0x2c27fdb0 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1736032962.919734 peer 0x2c26e240 message 105
1736032962.919740 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=Hyprland
1736032962.919744 peer 0x2c26e240 message 105
1736032962.919752 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_QUERY_ENGINE_LIBRARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/lib/libquery_engine.node
1736032962.919756 peer 0x2c26e240 message 105
1736032962.919764 client 0x2c27fdb0 IDENTIFY_ENVIRON PRISMA_SCHEMA_ENGINE_BINARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/bin/schema-engine
1736032962.919770 peer 0x2c26e240 message 105
1736032962.919774 client 0x2c27fdb0 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-1
1736032962.919777 peer 0x2c26e240 message 105
1736032962.919780 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_SHELL_INTEGRATION=enabled no-rc
1736032962.919783 peer 0x2c26e240 message 105
1736032962.919788 client 0x2c27fdb0 IDENTIFY_ENVIRON GIO_EXTRA_MODULES=/nix/store/8023ydsndfcvjqj03rxc5yf61sxg9i5b-dconf-0.40.0-lib/lib/gio/modules
1736032962.919791 peer 0x2c26e240 message 105
1736032962.919795 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1736032962.919798 peer 0x2c26e240 message 105
1736032962.919803 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1736032962.919805 peer 0x2c26e240 message 105
1736032962.919809 client 0x2c27fdb0 IDENTIFY_ENVIRON GTK_A11Y=none
1736032962.919812 peer 0x2c26e240 message 105
1736032962.919816 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_USER_PROFILE_DIR=/nix/var/nix/profiles/per-user/mechanosec
1736032962.919818 peer 0x2c26e240 message 105
1736032962.919831 client 0x2c27fdb0 IDENTIFY_ENVIRON INFOPATH=/home/mechanosec/.nix-profile/info:/home/mechanosec/.nix-profile/share/info:/nix/profile/info:/nix/profile/share/info:/home/mechanosec/.local/state/nix/profile/info:/home/mechanosec/.local/state/nix/profile/share/info:/etc/profiles/per-user/mechanosec/info:/etc/profiles/per-user/mechanosec/share/info:/nix/var/nix/profiles/default/info:/nix/var/nix/profiles/default/share/info:/run/current-system/sw/info:/run/current-system/sw/share/info
1736032962.919835 peer 0x2c26e240 message 105
1736032962.919838 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1736032962.919841 peer 0x2c26e240 message 105
1736032962.919845 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_IDENTIFICATION=uk_UA.UTF-8
1736032962.919847 peer 0x2c26e240 message 105
1736032962.919851 client 0x2c27fdb0 IDENTIFY_ENVIRON TERM=xterm-kitty
1736032962.919854 peer 0x2c26e240 message 105
1736032962.919858 client 0x2c27fdb0 IDENTIFY_ENVIRON TERMINFO=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/lib/kitty/terminfo
1736032962.919861 peer 0x2c26e240 message 105
1736032962.919866 client 0x2c27fdb0 IDENTIFY_ENVIRON ZSH=/nix/store/0pn1878v285l3nrfcagbb93bkkkbm811-oh-my-zsh-2024-10-01/share/oh-my-zsh
1736032962.919869 peer 0x2c26e240 message 105
1736032962.919888 client 0x2c27fdb0 IDENTIFY_ENVIRON GTK_PATH=/home/mechanosec/.nix-profile/lib/gtk-2.0:/home/mechanosec/.nix-profile/lib/gtk-3.0:/home/mechanosec/.nix-profile/lib/gtk-4.0:/nix/profile/lib/gtk-2.0:/nix/profile/lib/gtk-3.0:/nix/profile/lib/gtk-4.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-2.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-3.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-4.0:/etc/profiles/per-user/mechanosec/lib/gtk-2.0:/etc/profiles/per-user/mechanosec/lib/gtk-3.0:/etc/profiles/per-user/mechanosec/lib/gtk-4.0:/nix/var/nix/profiles/default/lib/gtk-2.0:/nix/var/nix/profiles/default/lib/gtk-3.0:/nix/var/nix/profiles/default/lib/gtk-4.0:/run/current-system/sw/lib/gtk-2.0:/run/current-system/sw/lib/gtk-3.0:/run/current-system/sw/lib/gtk-4.0
1736032962.919895 peer 0x2c26e240 message 105
1736032962.919900 client 0x2c27fdb0 IDENTIFY_ENVIRON LESSOPEN=|/nix/store/zw7r0facs8lnz5pfzj07yhf56ycmjp86-lesspipe-2.11/bin/lesspipe.sh %s
1736032962.919903 peer 0x2c26e240 message 105
1736032962.919907 client 0x2c27fdb0 IDENTIFY_ENVIRON USER=mechanosec
1736032962.919910 peer 0x2c26e240 message 105
1736032962.919913 client 0x2c27fdb0 IDENTIFY_ENVIRON TZDIR=/etc/zoneinfo
1736032962.919916 peer 0x2c26e240 message 105
1736032962.919920 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_LD=/run/current-system/sw/share/nix-ld/lib/ld.so
1736032962.919922 peer 0x2c26e240 message 105
1736032962.919927 client 0x2c27fdb0 IDENTIFY_ENVIRON HYPRLAND_INSTANCE_SIGNATURE=12f9a0d0b93f691d4d9923716557154d74777b0a_1735941736_75506335
1736032962.919930 peer 0x2c26e240 message 105
1736032962.919934 client 0x2c27fdb0 IDENTIFY_ENVIRON DISPLAY=:0
1736032962.919936 peer 0x2c26e240 message 105
1736032962.919940 client 0x2c27fdb0 IDENTIFY_ENVIRON SHLVL=4
1736032962.919942 peer 0x2c26e240 message 105
1736032962.919946 client 0x2c27fdb0 IDENTIFY_ENVIRON MOZ_ENABLE_WAYLAND=1
1736032962.919948 peer 0x2c26e240 message 105
1736032962.919951 client 0x2c27fdb0 IDENTIFY_ENVIRON PAGER=less
1736032962.919954 peer 0x2c26e240 message 105
1736032962.919958 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_TELEPHONE=uk_UA.UTF-8
1736032962.919960 peer 0x2c26e240 message 105
1736032962.919970 client 0x2c27fdb0 IDENTIFY_ENVIRON QTWEBKIT_PLUGIN_PATH=/home/mechanosec/.nix-profile/lib/mozilla/plugins/:/nix/profile/lib/mozilla/plugins/:/home/mechanosec/.local/state/nix/profile/lib/mozilla/plugins/:/etc/profiles/per-user/mechanosec/lib/mozilla/plugins/:/nix/var/nix/profiles/default/lib/mozilla/plugins/:/run/current-system/sw/lib/mozilla/plugins/
1736032962.919973 peer 0x2c26e240 message 105
1736032962.919977 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_MEASUREMENT=uk_UA.UTF-8
1736032962.919980 peer 0x2c26e240 message 105
1736032962.919983 client 0x2c27fdb0 IDENTIFY_ENVIRON __NIXOS_SET_ENVIRONMENT_DONE=1
1736032962.919987 peer 0x2c26e240 message 105
1736032962.919991 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_VTNR=8
1736032962.919994 peer 0x2c26e240 message 105
1736032962.919997 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_SESSION_ID=11
1736032962.920000 peer 0x2c26e240 message 105
1736032962.920004 client 0x2c27fdb0 IDENTIFY_ENVIRON LOCALE_ARCHIVE=/run/current-system/sw/lib/locale/locale-archive
1736032962.920007 peer 0x2c26e240 message 105
1736032962.920011 client 0x2c27fdb0 IDENTIFY_ENVIRON LESSKEYIN_SYSTEM=/nix/store/vr7hzxd8pgd3knzc6vjv8liba80qbscy-lessconfig
1736032962.920014 peer 0x2c26e240 message 105
1736032962.920023 client 0x2c27fdb0 IDENTIFY_ENVIRON TERMINFO_DIRS=/home/mechanosec/.nix-profile/share/terminfo:/nix/profile/share/terminfo:/home/mechanosec/.local/state/nix/profile/share/terminfo:/etc/profiles/per-user/mechanosec/share/terminfo:/nix/var/nix/profiles/default/share/terminfo:/run/current-system/sw/share/terminfo
1736032962.920026 peer 0x2c26e240 message 105
1736032962.920031 client 0x2c27fdb0 IDENTIFY_ENVIRON LD_LIBRARY_PATH=/nix/store/pbvn150v0w5v1jadv1b8wnvkp81vxz5k-pipewire-1.2.6-jack/lib
1736032962.920034 peer 0x2c26e240 message 105
1736032962.920037 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1736032962.920040 peer 0x2c26e240 message 105
1736032962.920045 client 0x2c27fdb0 IDENTIFY_ENVIRON NIX_XDG_DESKTOP_PORTAL_DIR=/run/current-system/sw/share/xdg-desktop-portal/portals
1736032962.920048 peer 0x2c26e240 message 105
1736032962.920052 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_TIME=uk_UA.UTF-8
1736032962.920055 peer 0x2c26e240 message 105
1736032962.920064 client 0x2c27fdb0 IDENTIFY_ENVIRON XDG_DATA_DIRS=/nix/store/sd7ad5bm9m3mbbwgrc5f2ili1wf6cmx8-desktops/share:/home/mechanosec/.nix-profile/share:/nix/profile/share:/home/mechanosec/.local/state/nix/profile/share:/etc/profiles/per-user/mechanosec/share:/nix/var/nix/profiles/default/share:/run/current-system/sw/share
1736032962.920067 peer 0x2c26e240 message 105
1736032962.920074 client 0x2c27fdb0 IDENTIFY_ENVIRON GDK_BACKEND=wayland,x11
1736032962.920076 peer 0x2c26e240 message 105
1736032962.920084 client 0x2c27fdb0 IDENTIFY_ENVIRON LIBEXEC_PATH=/home/mechanosec/.nix-profile/libexec:/nix/profile/libexec:/home/mechanosec/.local/state/nix/profile/libexec:/etc/profiles/per-user/mechanosec/libexec:/nix/var/nix/profiles/default/libexec:/run/current-system/sw/libexec
1736032962.920087 peer 0x2c26e240 message 105
1736032962.920103 client 0x2c27fdb0 IDENTIFY_ENVIRON PATH=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/bin:/nix/store/fk45sni24m102vryyygk4pkrjvmaw02r-imagemagick-7.1.1-40/bin:/nix/store/iiyi3qckyv3afbyn8wmrbj3y8faf6dl3-ncurses-6.4.20221231-dev/bin:/run/wrappers/bin:/home/mechanosec/.nix-profile/bin:/nix/profile/bin:/home/mechanosec/.local/state/nix/profile/bin:/etc/profiles/per-user/mechanosec/bin:/nix/var/nix/profiles/default/bin:/run/current-system/sw/bin:/nix/store/x9as7x6f7cdgcskvvn3yp02m662krr7y-binutils-wrapper-2.43.1/bin:/nix/store/lmaqi0czwy7vcvj4ss021g82ar2gvmry-pciutils-3.13.0/bin:/nix/store/mhwfp84q2vna03jshyqscbqvk3ii06sc-pkgconf-wrapper-2.3.0/bin
1736032962.920108 peer 0x2c26e240 message 105
1736032962.920112 client 0x2c27fdb0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1736032962.920114 peer 0x2c26e240 message 105
1736032962.920119 client 0x2c27fdb0 IDENTIFY_ENVIRON tmux_version=$(tmux -V | sed -En "s/^tmux ([0-9]+(.[0-9]+)?).*/\\1/p")
1736032962.920122 peer 0x2c26e240 message 105
1736032962.920127 client 0x2c27fdb0 IDENTIFY_ENVIRON KITTY_INSTALLATION_DIR=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/lib/kitty
1736032962.920130 peer 0x2c26e240 message 105
1736032962.920134 client 0x2c27fdb0 IDENTIFY_ENVIRON LC_NUMERIC=uk_UA.UTF-8
1736032962.920136 peer 0x2c26e240 message 105
1736032962.920140 client 0x2c27fdb0 IDENTIFY_ENVIRON OLDPWD=/home/mechanosec
1736032962.920142 peer 0x2c26e240 message 105
1736032962.920146 client 0x2c27fdb0 IDENTIFY_ENVIRON _=/run/current-system/sw/bin/tmux
1736032962.920148 peer 0x2c26e240 message 106
1736032962.920151 client 0x2c27fdb0 name is client-91894
1736032962.920159 cmdq_next <global>: waiting
1736032962.920162 cmdq_next </dev/pts/0>: waiting
1736032962.920164 cmdq_next <client-91894>: empty
1736032962.920199 peer 0x2c26e240 message 200
1736032962.920203 cmd_unpack_argv: argv[0]=set-option
1736032962.920206 cmd_unpack_argv: argv[1]=-g
1736032962.920208 cmd_unpack_argv: argv[2]=status-keys
1736032962.920211 cmd_unpack_argv: argv[3]=emacs
1736032962.920216 cmd_parse_build_commands 0:0: set-option
1736032962.920219 cmd_parse_build_commands 0:1: -g
1736032962.920222 cmd_parse_build_commands 0:2: status-keys
1736032962.920224 cmd_parse_build_commands 0:3: emacs
1736032962.920235 args_parse_flags: next -g
1736032962.920237 args_parse_flags: -g
1736032962.920240 args_parse_flags: next status-keys
1736032962.920243 args_parse: flags end at 2 of 4
1736032962.920246 args_parse: 2 = status-keys (type STRING)
1736032962.920249 args_parse: 3 = emacs (type STRING)
1736032962.920259 cmd_parse_build_commands: set-option -g status-keys emacs
1736032962.920265 cmdq_get_command: [set-option/0x2c2046b0] group 3210
1736032962.920269 cmdq_append <client-91894>: [set-option/0x2c2046b0]
1736032962.920273 cmdq_append <client-91894>: [server_client_command_done/0x2c2027d0]
1736032962.920276 cmdq_next <global>: waiting
1736032962.920278 cmdq_next </dev/pts/0>: waiting
1736032962.920281 cmdq_next <client-91894>: enter
1736032962.920285 cmdq_next <client-91894>: [set-option/0x2c2046b0] (0), flags 0
1736032962.920288 cmd_find_best_session: 0 sessions to try
1736032962.920292 cmd_find_current_client: no target, return (nil)
1736032962.920295 cmd_find_best_session: 0 sessions to try
1736032962.920299 cmd_find_target: target none, type pane, item 0x2c2046b0, flags QUIET,CANFAIL
1736032962.920302 cmd_find_best_session: 0 sessions to try
1736032962.920304 cmd_find_target: error
1736032962.920308 format_defaults: c=none
1736032962.920311 format_defaults: s=none
1736032962.920313 format_defaults: wl=none
1736032962.920319 format_defaults: wp=none
1736032962.920323 format_expand1: expanding format: status-keys
1736032962.920326 format_expand1: result is: status-keys
1736032962.920329 unref client 0x2c27fdb0 (4 references)
1736032962.920339 options_push_changes: status-keys
1736032962.920343 cmd_find_best_session: 0 sessions to try
1736032962.920346 unref client 0x2c27fdb0 (3 references)
1736032962.920351 cmdq_next <client-91894>: [server_client_command_done/0x2c2027d0] (1), flags 0
1736032962.920353 unref client 0x2c27fdb0 (2 references)
1736032962.920356 cmdq_next <client-91894>: exit (empty)
1736032962.920358 cmdq_next <global>: waiting
1736032962.920361 cmdq_next </dev/pts/0>: waiting
1736032962.920363 cmdq_next <client-91894>: empty
1736032962.920367 sending message 203 to peer 0x2c26e240 (4 bytes)
